eventTime,rootSeq,sourceDevice,deviceType,sensorDeviceId,sensorSeq,frequencyHz,voltageL1,voltageL2,voltageL3,ingestTime
"3/31/2026, 4:24:05.9 PM",209,K300_edge_device,micropmu,micropmu-01,209,49.95127869,217.5637817,217.9495392,219.8225708,"3/31/2026, 4:24:00.066 PM"
"3/31/2026, 4:24:05.665177 PM",211,K300_edge_device,pqube3,pqube3-01,213,49.94892502,217.3797607,217.7658081,219.4854736,"3/31/2026, 4:24:09.772 PM"
"3/31/2026, 4:24:00.9 PM",208,K300_edge_device,micropmu,micropmu-01,208,49.96371841,217.4454956,218.0426483,219.4451752,"3/31/2026, 4:23:54.971 PM"
"3/31/2026, 4:24:00.66488 PM",210,K300_edge_device,pqube3,pqube3-01,212,49.96177673,217.5201416,217.8359985,219.5907593,"3/31/2026, 4:24:04.927 PM"
"3/31/2026, 4:23:55.9 PM",207,K300_edge_device,micropmu,micropmu-01,207,49.96068954,217.5940094,218.3247681,219.9188843,"3/31/2026, 4:23:49.86 PM"
"3/31/2026, 4:23:55.696781 PM",209,K300_edge_device,pqube3,pqube3-01,211,49.96239471,217.5201416,218.0114746,219.5907593,"3/31/2026, 4:24:00.066 PM"
"3/31/2026, 4:23:50.9 PM",206,K300_edge_device,micropmu,micropmu-01,206,49.96957397,217.4785614,218.3546143,219.5919495,"3/31/2026, 4:23:44.921 PM"
"3/31/2026, 4:23:50.665172 PM",208,K300_edge_device,pqube3,pqube3-01,210,49.96577835,217.4850464,218.1518555,219.4503784,"3/31/2026, 4:23:54.971 PM"
"3/31/2026, 4:23:45.9 PM",205,K300_edge_device,micropmu,micropmu-01,205,49.97449493,217.4436951,218.3638153,219.8032532,"3/31/2026, 4:23:39.702 PM"
"3/31/2026, 4:23:45.661933 PM",207,K300_edge_device,pqube3,pqube3-01,209,49.96180725,217.590332,218.2922363,219.8013306,"3/31/2026, 4:23:49.86 PM"
"3/31/2026, 4:23:40.9 PM",204,K300_edge_device,micropmu,micropmu-01,204,49.98326492,217.8702087,218.5716553,219.7966156,"3/31/2026, 4:23:34.826 PM"
"3/31/2026, 4:23:40.672923 PM",206,K300_edge_device,pqube3,pqube3-01,208,49.97049713,217.5552368,218.3273315,219.6258545,"3/31/2026, 4:23:44.921 PM"
"3/31/2026, 4:23:35.9 PM",203,K300_edge_device,micropmu,micropmu-01,203,49.9649353,217.6962585,218.3022614,219.9326172,"3/31/2026, 4:23:30.122 PM"
"3/31/2026, 4:23:35.658539 PM",205,K300_edge_device,pqube3,pqube3-01,207,49.97375488,217.414856,218.2922363,219.6609497,"3/31/2026, 4:23:39.702 PM"
"3/31/2026, 4:23:30.9 PM",202,K300_edge_device,micropmu,micropmu-01,202,49.95246124,217.811676,218.2166138,219.6946716,"3/31/2026, 4:23:24.729 PM"
"3/31/2026, 4:23:30.669975 PM",204,K300_edge_device,pqube3,pqube3-01,206,49.97912216,217.8710938,218.4326172,219.7662354,"3/31/2026, 4:23:34.826 PM"
"3/31/2026, 4:23:25.9 PM",201,K300_edge_device,micropmu,micropmu-01,201,49.95107269,217.7375793,218.2299042,219.6955872,"3/31/2026, 4:23:19.713 PM"
"3/31/2026, 4:23:25.676745 PM",203,K300_edge_device,pqube3,pqube3-01,205,49.96050262,217.7658081,218.3624268,219.871521,"3/31/2026, 4:23:30.122 PM"
"3/31/2026, 4:23:20.9 PM",200,K300_edge_device,micropmu,micropmu-01,200,49.95789719,217.862381,218.3806458,219.5553741,"3/31/2026, 4:23:14.978 PM"
"3/31/2026, 4:23:20.668832 PM",202,K300_edge_device,pqube3,pqube3-01,204,49.95031357,217.8009033,218.2571411,219.6609497,"3/31/2026, 4:23:24.729 PM"
"3/31/2026, 4:23:15.9 PM",199,K300_edge_device,micropmu,micropmu-01,199,49.96565247,218.0886841,218.4756622,219.7474365,"3/31/2026, 4:23:09.666 PM"
"3/31/2026, 4:23:15.688741 PM",201,K300_edge_device,pqube3,pqube3-01,203,49.95055771,217.7307129,218.1167603,219.6609497,"3/31/2026, 4:23:19.713 PM"
"3/31/2026, 4:23:10.9 PM",198,K300_edge_device,micropmu,micropmu-01,198,49.95711517,217.7774048,218.3871613,219.5956268,"3/31/2026, 4:23:04.727 PM"
"3/31/2026, 4:23:10.661032 PM",200,K300_edge_device,pqube3,pqube3-01,202,49.96149445,217.8710938,218.3273315,219.6960449,"3/31/2026, 4:23:14.978 PM"
"3/31/2026, 4:23:05.9 PM",197,K300_edge_device,micropmu,micropmu-01,197,49.95722961,217.8238373,218.3766479,219.7006989,"3/31/2026, 4:23:00.1 PM"
"3/31/2026, 4:23:05.667839 PM",199,K300_edge_device,pqube3,pqube3-01,201,49.96529007,218.1518555,218.4326172,219.6960449,"3/31/2026, 4:23:09.666 PM"
"3/31/2026, 4:23:00.9 PM",196,K300_edge_device,micropmu,micropmu-01,196,49.9661026,218.0048676,218.4276123,219.7592163,"3/31/2026, 4:22:54.909 PM"
"3/31/2026, 4:23:00.707368 PM",198,K300_edge_device,pqube3,pqube3-01,200,49.96384048,217.8359985,218.3273315,219.4854736,"3/31/2026, 4:23:04.727 PM"
"3/31/2026, 4:22:55.9 PM",195,K300_edge_device,micropmu,micropmu-01,195,49.96641922,217.9040375,218.5287323,219.4672089,"3/31/2026, 4:22:49.861 PM"
"3/31/2026, 4:22:55.659899 PM",197,K300_edge_device,pqube3,pqube3-01,199,49.96699524,217.8359985,218.3624268,219.5556641,"3/31/2026, 4:23:00.1 PM"
"3/31/2026, 4:22:50.9 PM",194,K300_edge_device,micropmu,micropmu-01,194,49.94604111,217.5458374,218.4815826,219.179245,"3/31/2026, 4:22:45.017 PM"
"3/31/2026, 4:22:50.655662 PM",196,K300_edge_device,pqube3,pqube3-01,198,49.96362686,217.9412842,218.4677124,219.5907593,"3/31/2026, 4:22:54.909 PM"
"3/31/2026, 4:22:45.9 PM",193,K300_edge_device,micropmu,micropmu-01,193,49.93509293,217.4252167,218.2518921,219.0788116,"3/31/2026, 4:22:39.857 PM"
"3/31/2026, 4:22:45.757156 PM",195,K300_edge_device,pqube3,pqube3-01,197,49.95449829,217.8359985,218.572998,219.4152832,"3/31/2026, 4:22:49.861 PM"
"3/31/2026, 4:22:40.9 PM",192,K300_edge_device,micropmu,micropmu-01,192,49.95215607,217.5582581,218.4169159,219.0569,"3/31/2026, 4:22:34.711 PM"
"3/31/2026, 4:22:40.66744 PM",194,K300_edge_device,pqube3,pqube3-01,196,49.94234467,217.4850464,218.3624268,218.9941406,"3/31/2026, 4:22:45.017 PM"
"3/31/2026, 4:22:35.9 PM",191,K300_edge_device,micropmu,micropmu-01,191,49.9540863,217.4547882,218.4802704,219.1278839,"3/31/2026, 4:22:29.895 PM"
"3/31/2026, 4:22:35.66909 PM",193,K300_edge_device,pqube3,pqube3-01,195,49.94313049,217.3446655,218.3273315,218.888855,"3/31/2026, 4:22:39.857 PM"
"3/31/2026, 4:22:30.9 PM",190,K300_edge_device,micropmu,micropmu-01,190,49.94557571,217.020462,218.1180115,218.7650909,"3/31/2026, 4:22:24.737 PM"
"3/31/2026, 4:22:30.663526 PM",192,K300_edge_device,pqube3,pqube3-01,194,49.95087051,217.4850464,218.397522,219.1345215,"3/31/2026, 4:22:34.711 PM"
"3/31/2026, 4:22:25.9 PM",189,K300_edge_device,micropmu,micropmu-01,189,49.94745636,217.3558655,218.260376,219.1331177,"3/31/2026, 4:22:19.831 PM"
"3/31/2026, 4:22:25.669408 PM",191,K300_edge_device,pqube3,pqube3-01,193,49.94599915,217.414856,218.3624268,219.0643311,"3/31/2026, 4:22:29.895 PM"
"3/31/2026, 4:22:20.9 PM",188,K300_edge_device,micropmu,micropmu-01,188,49.94205856,217.1177979,218.3420868,219.0746155,"3/31/2026, 4:22:14.925 PM"
"3/31/2026, 4:22:20.663478 PM",190,K300_edge_device,pqube3,pqube3-01,192,49.94761658,217.1340942,218.2220459,218.7835693,"3/31/2026, 4:22:24.737 PM"
"3/31/2026, 4:22:15.9 PM",187,K300_edge_device,micropmu,micropmu-01,187,49.94594574,217.1315765,218.335495,218.9578857,"3/31/2026, 4:22:09.72 PM"
"3/31/2026, 4:22:15.653917 PM",189,K300_edge_device,pqube3,pqube3-01,191,49.94786072,217.2744751,218.2220459,218.9941406,"3/31/2026, 4:22:19.831 PM"
"3/31/2026, 4:22:10.9 PM",186,K300_edge_device,micropmu,micropmu-01,186,49.94108963,217.233963,218.1191101,219.2629089,"3/31/2026, 4:22:04.878 PM"
"3/31/2026, 4:22:10.65915 PM",188,K300_edge_device,pqube3,pqube3-01,190,49.93858719,217.098999,218.2571411,218.9941406,"3/31/2026, 4:22:14.925 PM"
"3/31/2026, 4:22:05.9 PM",185,K300_edge_device,micropmu,micropmu-01,185,49.94592667,217.5085144,218.1198425,219.6762238,"3/31/2026, 4:21:59.936 PM"
"3/31/2026, 4:22:05.670881 PM",187,K300_edge_device,pqube3,pqube3-01,189,49.94472885,217.1340942,218.2220459,219.0292358,"3/31/2026, 4:22:09.72 PM"
"3/31/2026, 4:22:00.9 PM",184,K300_edge_device,micropmu,micropmu-01,184,49.96224213,217.6290283,218.2707367,219.5698395,"3/31/2026, 4:21:54.763 PM"
"3/31/2026, 4:22:00.670339 PM",186,K300_edge_device,pqube3,pqube3-01,188,49.94801712,217.2393799,218.0465698,219.2398071,"3/31/2026, 4:22:04.878 PM"
"3/31/2026, 4:21:55.9 PM",183,K300_edge_device,micropmu,micropmu-01,183,49.97317886,217.7735596,218.1611481,219.6239471,"3/31/2026, 4:21:49.84 PM"
"3/31/2026, 4:21:55.664221 PM",185,K300_edge_device,pqube3,pqube3-01,187,49.95004654,217.5552368,218.1518555,219.5556641,"3/31/2026, 4:21:59.936 PM"
"3/31/2026, 4:21:50.9 PM",182,K300_edge_device,micropmu,micropmu-01,182,49.9753952,217.7314453,218.1840363,219.733963,"3/31/2026, 4:21:45.058 PM"
"3/31/2026, 4:21:50.655677 PM",184,K300_edge_device,pqube3,pqube3-01,186,49.96367264,217.5552368,218.1167603,219.5556641,"3/31/2026, 4:21:54.763 PM"
"3/31/2026, 4:21:45.9 PM",181,K300_edge_device,micropmu,micropmu-01,181,49.9588623,217.5642853,218.0824432,219.6637726,"3/31/2026, 4:21:39.744 PM"
"3/31/2026, 4:21:45.654539 PM",183,K300_edge_device,pqube3,pqube3-01,185,49.97050476,217.8009033,218.1167603,219.5907593,"3/31/2026, 4:21:49.84 PM"
"3/31/2026, 4:21:40.9 PM",180,K300_edge_device,micropmu,micropmu-01,180,49.96087646,217.7090759,218.249588,219.5210571,"3/31/2026, 4:21:34.743 PM"
"3/31/2026, 4:21:40.761066 PM",182,K300_edge_device,pqube3,pqube3-01,184,49.96973801,217.8009033,218.1869507,219.7311401,"3/31/2026, 4:21:45.058 PM"
"3/31/2026, 4:21:35.9 PM",179,K300_edge_device,micropmu,micropmu-01,179,49.96913528,217.7337036,218.1936951,219.7510986,"3/31/2026, 4:21:29.852 PM"
"3/31/2026, 4:21:35.669532 PM",181,K300_edge_device,pqube3,pqube3-01,183,49.96220016,217.6956177,218.1167603,219.5205688,"3/31/2026, 4:21:39.744 PM"
"3/31/2026, 4:21:30.9 PM",178,K300_edge_device,micropmu,micropmu-01,178,49.97597885,217.8863525,218.4619751,219.9008026,"3/31/2026, 4:21:24.945 PM"
"3/31/2026, 4:21:30.676378 PM",180,K300_edge_device,pqube3,pqube3-01,182,49.9645195,217.6605225,218.2922363,219.4503784,"3/31/2026, 4:21:34.743 PM"
"3/31/2026, 4:21:25.9 PM",177,K300_edge_device,micropmu,micropmu-01,177,49.97827911,217.645874,218.3950195,219.6562805,"3/31/2026, 4:21:19.788 PM"
"3/31/2026, 4:21:25.674057 PM",179,K300_edge_device,pqube3,pqube3-01,181,49.97229004,217.7307129,218.1518555,219.6960449,"3/31/2026, 4:21:29.852 PM"
"3/31/2026, 4:21:20.9 PM",176,K300_edge_device,micropmu,micropmu-01,176,49.98902512,217.823288,218.4648895,219.8662109,"3/31/2026, 4:21:14.897 PM"
"3/31/2026, 4:21:20.668643 PM",178,K300_edge_device,pqube3,pqube3-01,180,49.97112274,217.8359985,218.4326172,219.871521,"3/31/2026, 4:21:24.945 PM"
"3/31/2026, 4:21:15.9 PM",175,K300_edge_device,micropmu,micropmu-01,175,49.97595596,217.6831512,218.237915,219.869339,"3/31/2026, 4:21:09.817 PM"
"3/31/2026, 4:21:15.657471 PM",177,K300_edge_device,pqube3,pqube3-01,179,49.98215485,217.9412842,218.397522,219.6960449,"3/31/2026, 4:21:19.788 PM"
"3/31/2026, 4:21:10.9 PM",174,K300_edge_device,micropmu,micropmu-01,174,49.97053909,217.4142151,218.0943298,219.6154175,"3/31/2026, 4:21:04.802 PM"
"3/31/2026, 4:21:10.665165 PM",176,K300_edge_device,pqube3,pqube3-01,178,49.98067093,217.8009033,218.4677124,219.9417114,"3/31/2026, 4:21:14.897 PM"
"3/31/2026, 4:21:05.9 PM",173,K300_edge_device,micropmu,micropmu-01,173,49.9846344,217.4087219,217.9671021,219.5224457,"3/31/2026, 4:20:59.956 PM"
"3/31/2026, 4:21:05.660926 PM",175,K300_edge_device,pqube3,pqube3-01,177,49.96847916,217.6605225,218.3273315,219.8364258,"3/31/2026, 4:21:09.817 PM"
"3/31/2026, 4:21:00.9 PM",172,K300_edge_device,micropmu,micropmu-01,172,50.00797653,217.6466675,218.2449799,219.6391296,"3/31/2026, 4:20:54.814 PM"
"3/31/2026, 4:21:00.663942 PM",174,K300_edge_device,pqube3,pqube3-01,176,49.97591782,217.4850464,218.081665,219.5556641,"3/31/2026, 4:21:04.802 PM"
"3/31/2026, 4:20:55.657741 PM",173,K300_edge_device,pqube3,pqube3-01,175,50.00287628,217.3446655,218.081665,219.4503784,"3/31/2026, 4:20:59.956 PM"
"3/31/2026, 4:20:52.9 PM",171,K300_edge_device,micropmu,micropmu-01,171,50.02161026,218.2842712,218.4352722,219.977005,"3/31/2026, 4:20:49.593 PM"
"3/31/2026, 4:20:51.741372 PM",172,K300_edge_device,pqube3,pqube3-01,174,50.01831818,217.6254272,218.3624268,219.5907593,"3/31/2026, 4:20:54.814 PM"
"3/31/2026, 4:20:47.9 PM",170,K300_edge_device,micropmu,micropmu-01,170,49.99585342,217.8608246,218.4388275,219.5971222,"3/31/2026, 4:20:41.904 PM"
"3/31/2026, 4:20:42.9 PM",169,K300_edge_device,micropmu,micropmu-01,169,49.98389435,217.8773499,218.262207,219.4395599,"3/31/2026, 4:20:36.794 PM"
"3/31/2026, 4:20:41.946158 PM",171,K300_edge_device,pqube3,pqube3-01,172,50.00393677,218.081665,218.3624268,219.8013306,"3/31/2026, 4:20:49.593 PM"
"3/31/2026, 4:20:37.9 PM",168,K300_edge_device,micropmu,micropmu-01,168,49.97080231,217.9850464,218.1448975,219.4804077,"3/31/2026, 4:20:31.857 PM"
"3/31/2026, 4:20:36.907943 PM",170,K300_edge_device,pqube3,pqube3-01,171,49.98613358,217.8710938,218.3273315,219.4152832,"3/31/2026, 4:20:41.904 PM"
"3/31/2026, 4:20:32.9 PM",167,K300_edge_device,micropmu,micropmu-01,167,49.96863556,218.0008698,218.3383484,219.6869354,"3/31/2026, 4:20:26.84 PM"
"3/31/2026, 4:20:31.967979 PM",169,K300_edge_device,pqube3,pqube3-01,170,49.97603989,218.0114746,218.1869507,219.4152832,"3/31/2026, 4:20:36.794 PM"
"3/31/2026, 4:20:27.9 PM",166,K300_edge_device,micropmu,micropmu-01,166,49.97333527,217.939682,218.2966614,219.4056091,"3/31/2026, 4:20:21.776 PM"
"3/31/2026, 4:20:26.947866 PM",168,K300_edge_device,pqube3,pqube3-01,169,49.97359467,217.8359985,218.081665,219.380188,"3/31/2026, 4:20:31.857 PM"
"3/31/2026, 4:20:22.9 PM",165,K300_edge_device,micropmu,micropmu-01,165,50.00363541,218.0553894,218.2500305,219.456955,"3/31/2026, 4:20:16.807 PM"
"3/31/2026, 4:20:21.903871 PM",167,K300_edge_device,pqube3,pqube3-01,168,49.97089005,218.0114746,218.4326172,219.4854736,"3/31/2026, 4:20:26.84 PM"
"3/31/2026, 4:20:17.9 PM",164,K300_edge_device,micropmu,micropmu-01,164,50.01597595,218.0708313,218.2759857,219.8679504,"3/31/2026, 4:20:11.9 PM"
"3/31/2026, 4:20:16.939087 PM",166,K300_edge_device,pqube3,pqube3-01,167,49.99258804,217.7658081,218.1869507,219.2398071,"3/31/2026, 4:20:21.776 PM"
"3/31/2026, 4:20:12.9 PM",163,K300_edge_device,micropmu,micropmu-01,163,50.01534653,217.871048,218.3413239,219.9064331,"3/31/2026, 4:20:06.817 PM"
"3/31/2026, 4:20:11.901381 PM",165,K300_edge_device,pqube3,pqube3-01,166,50.01570892,217.906189,218.1869507,219.4854736,"3/31/2026, 4:20:16.807 PM"
"3/31/2026, 4:20:07.9 PM",162,K300_edge_device,micropmu,micropmu-01,162,50.02308273,217.7601776,218.2678528,219.8697205,"3/31/2026, 4:20:02.242 PM"
"3/31/2026, 4:20:06.904741 PM",164,K300_edge_device,pqube3,pqube3-01,165,50.01807785,217.8359985,218.2220459,219.7662354,"3/31/2026, 4:20:11.9 PM"
"3/31/2026, 4:20:02.9 PM",161,K300_edge_device,micropmu,micropmu-01,161,50.02512741,217.6736603,218.223114,219.7366028,"3/31/2026, 4:19:57.084 PM"
"3/31/2026, 4:20:01.947489 PM",163,K300_edge_device,pqube3,pqube3-01,164,50.02337265,217.7658081,218.2571411,219.8013306,"3/31/2026, 4:20:06.817 PM"
"3/31/2026, 4:19:57.9 PM",160,K300_edge_device,micropmu,micropmu-01,160,50.02911758,217.6613464,218.6955872,219.5936127,"3/31/2026, 4:19:52.146 PM"
"3/31/2026, 4:19:56.90047 PM",162,K300_edge_device,pqube3,pqube3-01,163,50.03025055,217.8009033,218.2571411,219.8364258,"3/31/2026, 4:20:02.242 PM"
"3/31/2026, 4:19:52.9 PM",159,K300_edge_device,micropmu,micropmu-01,159,50.03494644,218.0630646,218.8357849,219.8245697,"3/31/2026, 4:19:47.208 PM"
"3/31/2026, 4:19:51.932514 PM",161,K300_edge_device,pqube3,pqube3-01,162,50.03345871,217.8009033,218.572998,219.6960449,"3/31/2026, 4:19:57.084 PM"
"3/31/2026, 4:19:47.9 PM",158,K300_edge_device,micropmu,micropmu-01,158,50.02712631,218.0549469,218.6420135,219.9379425,"3/31/2026, 4:19:41.927 PM"
"3/31/2026, 4:19:46.935445 PM",160,K300_edge_device,pqube3,pqube3-01,161,50.03086853,217.8710938,218.7484741,219.7311401,"3/31/2026, 4:19:52.146 PM"
"3/31/2026, 4:19:42.9 PM",157,K300_edge_device,micropmu,micropmu-01,157,50.01914978,217.8140717,218.4301605,219.7761993,"3/31/2026, 4:19:37.051 PM"
"3/31/2026, 4:19:41.936717 PM",159,K300_edge_device,pqube3,pqube3-01,160,50.02548218,217.8710938,218.6782837,219.6609497,"3/31/2026, 4:19:47.208 PM"
"3/31/2026, 4:19:37.9 PM",156,K300_edge_device,micropmu,micropmu-01,156,50.01429749,217.9185486,218.1919403,219.9305267,"3/31/2026, 4:19:32.113 PM"
"3/31/2026, 4:19:36.934437 PM",158,K300_edge_device,pqube3,pqube3-01,159,50.01672363,217.7658081,218.6431885,219.9066162,"3/31/2026, 4:19:41.927 PM"
"3/31/2026, 4:19:32.9 PM",155,K300_edge_device,micropmu,micropmu-01,155,50.01277924,217.8845673,218.0128479,219.6664734,"3/31/2026, 4:19:27.018 PM"
"3/31/2026, 4:19:31.930493 PM",157,K300_edge_device,pqube3,pqube3-01,158,50.01808548,217.6956177,218.2220459,219.6609497,"3/31/2026, 4:19:37.051 PM"
"3/31/2026, 4:19:27.9 PM",154,K300_edge_device,micropmu,micropmu-01,154,50.01504517,217.8468933,217.9320068,219.8238678,"3/31/2026, 4:19:21.982 PM"
"3/31/2026, 4:19:26.928442 PM",156,K300_edge_device,pqube3,pqube3-01,157,50.01398087,217.7658081,218.1518555,219.6960449,"3/31/2026, 4:19:32.113 PM"
"3/31/2026, 4:19:22.9 PM",153,K300_edge_device,micropmu,micropmu-01,153,50.02287292,218.003479,217.97052,220.0440369,"3/31/2026, 4:19:17.06 PM"
"3/31/2026, 4:19:21.943143 PM",155,K300_edge_device,pqube3,pqube3-01,156,50.01548386,217.9412842,218.1518555,219.7662354,"3/31/2026, 4:19:27.018 PM"
"3/31/2026, 4:19:17.9 PM",152,K300_edge_device,micropmu,micropmu-01,152,50.02639389,217.6867218,217.8598022,219.7233429,"3/31/2026, 4:19:11.869 PM"
"3/31/2026, 4:19:16.941931 PM",154,K300_edge_device,pqube3,pqube3-01,155,50.02282333,217.8710938,217.9763794,219.8013306,"3/31/2026, 4:19:21.982 PM"
"3/31/2026, 4:19:12.9 PM",151,K300_edge_device,micropmu,micropmu-01,151,50.0239563,217.4272156,217.9710236,219.5685883,"3/31/2026, 4:19:07.134 PM"
"3/31/2026, 4:19:11.939251 PM",153,K300_edge_device,pqube3,pqube3-01,154,50.02732086,217.906189,217.9763794,219.9768066,"3/31/2026, 4:19:17.06 PM"
"3/31/2026, 4:19:07.9 PM",150,K300_edge_device,micropmu,micropmu-01,150,50.02545547,217.1359711,217.7063904,219.6556854,"3/31/2026, 4:19:02.164 PM"
"3/31/2026, 4:19:06.931164 PM",152,K300_edge_device,pqube3,pqube3-01,153,50.02557373,217.5552368,217.8359985,219.6960449,"3/31/2026, 4:19:11.869 PM"
"3/31/2026, 4:19:02.9 PM",149,K300_edge_device,micropmu,micropmu-01,149,50.03491974,217.5661316,217.8401031,219.7848206,"3/31/2026, 4:18:56.939 PM"
"3/31/2026, 4:19:02.057414 PM",151,K300_edge_device,pqube3,pqube3-01,152,50.02044678,217.3446655,217.8710938,219.7311401,"3/31/2026, 4:19:07.134 PM"
"3/31/2026, 4:18:57.9 PM",148,K300_edge_device,micropmu,micropmu-01,148,50.03620148,217.6160431,217.8971558,219.7629547,"3/31/2026, 4:18:51.989 PM"
"3/31/2026, 4:18:56.937669 PM",150,K300_edge_device,pqube3,pqube3-01,151,50.02776337,217.3095703,217.6605225,219.6609497,"3/31/2026, 4:19:02.164 PM"
"3/31/2026, 4:18:52.9 PM",147,K300_edge_device,micropmu,micropmu-01,147,50.0373497,217.7095642,217.954483,219.7750092,"3/31/2026, 4:18:46.942 PM"
"3/31/2026, 4:18:51.933245 PM",149,K300_edge_device,pqube3,pqube3-01,150,50.03559494,217.4499512,217.7658081,219.6258545,"3/31/2026, 4:18:56.939 PM"
"3/31/2026, 4:18:47.9 PM",146,K300_edge_device,micropmu,micropmu-01,146,50.03568649,217.6841736,218.2412872,219.9129028,"3/31/2026, 4:18:42.019 PM"
"3/31/2026, 4:18:46.939974 PM",148,K300_edge_device,pqube3,pqube3-01,149,50.0414772,217.7307129,218.0465698,219.7311401,"3/31/2026, 4:18:51.989 PM"
"3/31/2026, 4:18:42.9 PM",145,K300_edge_device,micropmu,micropmu-01,145,50.03847885,217.5420685,218.0491028,219.8249054,"3/31/2026, 4:18:37.112 PM"
"3/31/2026, 4:18:41.932673 PM",147,K300_edge_device,pqube3,pqube3-01,148,50.03712845,217.6956177,217.9763794,219.7311401,"3/31/2026, 4:18:46.942 PM"
"3/31/2026, 4:18:37.9 PM",144,K300_edge_device,micropmu,micropmu-01,144,50.04673386,217.6632538,218.160614,219.7174225,"3/31/2026, 4:18:31.908 PM"
"3/31/2026, 4:18:36.946633 PM",146,K300_edge_device,pqube3,pqube3-01,147,50.03270721,217.5552368,218.081665,219.8013306,"3/31/2026, 4:18:42.019 PM"
"3/31/2026, 4:18:32.9 PM",143,K300_edge_device,micropmu,micropmu-01,143,50.04916382,218.0271454,218.3763123,219.8327026,"3/31/2026, 4:18:26.896 PM"
"3/31/2026, 4:18:31.929176 PM",145,K300_edge_device,pqube3,pqube3-01,146,50.04166412,217.4850464,218.1518555,219.6960449,"3/31/2026, 4:18:37.112 PM"
"3/31/2026, 4:18:27.9 PM",142,K300_edge_device,micropmu,micropmu-01,142,50.0428009,217.9458313,218.1912231,219.7270203,"3/31/2026, 4:18:21.958 PM"
"3/31/2026, 4:18:26.942071 PM",144,K300_edge_device,pqube3,pqube3-01,145,50.04647446,217.8710938,218.2922363,219.871521,"3/31/2026, 4:18:31.908 PM"
"3/31/2026, 4:18:22.9 PM",141,K300_edge_device,micropmu,micropmu-01,141,50.0445137,217.8219604,218.0133667,219.3347473,"3/31/2026, 4:18:16.879 PM"
"3/31/2026, 4:18:21.931384 PM",143,K300_edge_device,pqube3,pqube3-01,144,50.04826355,217.8359985,218.2220459,219.6258545,"3/31/2026, 4:18:26.896 PM"
"3/31/2026, 4:18:17.9 PM",140,K300_edge_device,micropmu,micropmu-01,140,50.05273438,218.0991516,218.3624725,219.5249329,"3/31/2026, 4:18:11.953 PM"
"3/31/2026, 4:18:16.993533 PM",142,K300_edge_device,pqube3,pqube3-01,143,50.04479218,217.8009033,218.0114746,219.4503784,"3/31/2026, 4:18:21.958 PM"
"3/31/2026, 4:18:12.9 PM",139,K300_edge_device,micropmu,micropmu-01,139,50.04789352,217.8313446,218.1635284,219.2626495,"3/31/2026, 4:18:07.014 PM"
"3/31/2026, 4:18:11.921739 PM",141,K300_edge_device,pqube3,pqube3-01,142,50.0471611,217.906189,218.1167603,219.380188,"3/31/2026, 4:18:16.879 PM"
"3/31/2026, 4:18:07.9 PM",138,K300_edge_device,micropmu,micropmu-01,138,50.04972839,217.9906006,218.1983948,219.570343,"3/31/2026, 4:18:02.356 PM"
"3/31/2026, 4:18:06.934436 PM",140,K300_edge_device,pqube3,pqube3-01,141,50.04721069,217.8710938,218.1518555,219.4854736,"3/31/2026, 4:18:11.953 PM"
"3/31/2026, 4:18:02.9 PM",137,K300_edge_device,micropmu,micropmu-01,137,50.04482269,217.9576721,217.9835358,219.4897461,"3/31/2026, 4:17:56.933 PM"
"3/31/2026, 4:18:01.933848 PM",139,K300_edge_device,pqube3,pqube3-01,140,50.04948425,217.7658081,218.2571411,219.3099976,"3/31/2026, 4:18:07.014 PM"
"3/31/2026, 4:17:57.9 PM",136,K300_edge_device,micropmu,micropmu-01,136,50.03818512,217.8292542,218.0645599,219.3804932,"3/31/2026, 4:17:52.103 PM"
"3/31/2026, 4:17:56.92871 PM",138,K300_edge_device,pqube3,pqube3-01,139,50.04995728,217.8710938,218.1518555,219.4854736,"3/31/2026, 4:18:02.356 PM"
"3/31/2026, 4:17:52.9 PM",135,K300_edge_device,micropmu,micropmu-01,135,50.03223801,217.8373108,218.4211731,219.640152,"3/31/2026, 4:17:46.931 PM"
"3/31/2026, 4:17:51.94397 PM",137,K300_edge_device,pqube3,pqube3-01,138,50.04131699,218.0114746,218.1167603,219.3099976,"3/31/2026, 4:17:56.933 PM"
"3/31/2026, 4:17:47.9 PM",134,K300_edge_device,micropmu,micropmu-01,134,50.03683853,217.8803253,218.4588623,219.4707794,"3/31/2026, 4:17:41.836 PM"
"3/31/2026, 4:17:46.931767 PM",136,K300_edge_device,pqube3,pqube3-01,137,50.03660202,217.7307129,218.2220459,219.4152832,"3/31/2026, 4:17:52.103 PM"
"3/31/2026, 4:17:42.9 PM",133,K300_edge_device,micropmu,micropmu-01,133,50.03416443,217.6806641,218.3746338,219.6320038,"3/31/2026, 4:17:37.102 PM"
"3/31/2026, 4:17:41.93497 PM",135,K300_edge_device,pqube3,pqube3-01,136,50.03582764,217.7307129,218.3624268,219.3450928,"3/31/2026, 4:17:46.931 PM"
"3/31/2026, 4:17:37.9 PM",132,K300_edge_device,micropmu,micropmu-01,132,50.01759338,217.3175354,217.9438171,219.4736023,"3/31/2026, 4:17:31.96 PM"
"3/31/2026, 4:17:36.934929 PM",134,K300_edge_device,pqube3,pqube3-01,135,50.0369873,217.7307129,218.3624268,219.4854736,"3/31/2026, 4:17:41.836 PM"
